address_name,id,name,type,full_name,purpose_name,address_comment,building_name,is_deleted
"Ясная улица, 6",70000001040285706,Стоматологическая клиника,branch,,,,,
"Привольная улица, 75 к1",4504127909067897,"Эгида-стом, стоматологическая клиника",branch,,,1 этаж,,
"улица Текстильщиков, 7а",4504127918297650,"Бор-Мастер, стоматологический центр",branch,,,1 этаж,,
"улица Трофимова, 22 к1",70000001007510038,"Алонта Дентал Клиник, стоматологический центр",branch,,,1 этаж,,
"улица Евстафьева, 9а",4504127920365849,"Эстетик Дент, стоматологическая клиника",branch,,,1 этаж,,
"площадь Ленина, 5",70000001033992661,"Ева-Дент, стоматология",branch,,,206 кабинет; 2 этаж,,
"Мотяково деревня, 66 к28",70000001053948793,Стоматологии Подмосковья,branch,,,2 этаж,,
"улица Дугина, 9",4504127916342810,"Каштанoff, стоматологическая клиника",branch,,,,,
"улица Горького, 8",70000001041484792,"Доверие, студия эстетической стоматологии",branch,,,11 офис; 1 этаж,,
"улица Дыбенко, 22 к1",70000001053926254,"Тари Стом, стоматологическая клиника",branch,,,1 этаж,,
"улица Маршала Бирюзова, 13",4504127908427622,"Жемчуг, стоматологическая клиника",branch,,,1 этаж,,
"проспект Космонавтов, 36Б",70000001019516365,"Натура дент, стоматология",branch,,,2 этаж,,
"Плавский проезд, 2",70000001092858330,"ManDent, клиника",branch,,,,,
"улица Кравченко, 9",70000001103947190,Кабинет стоматолога Даллакян Д.В.,branch,,,3 офис; вход со двора,,
"Задорожная улица, 3а",4504127917231515,"Кас+, стоматологический центр",branch,,,1 этаж,,
"Зарайская улица, 47 к2",4504127909078070,"Добрый доктор+, стоматологическая клиника",branch,,,,,
"Гаражная улица, 1",70000001022966408,"Стома-Люкс, стоматологический центр",branch,,,1 этаж,,
"Солнечная улица, 18а",70000001046685133,"Доктор-дент, стоматологическая клиника",branch,,,,,
"Леволинейная улица, 41",70000001100179351,"Здоровая улыбка, медицинский центр",branch,,,,,
"Совхозная улица, 3",4504128908581361,"Эстет-Дент, стоматологическая клиника",branch,,,"2 офис; 2 этаж; на втором этаже, вход справа от кафе Фрау Клара",,
"Новомарьинская улица, 30",70000001034236167,"Today`s Dental, стоматология",branch,,,1 этаж,,
"улица Щепкина, 13",70000001017312046,Центр клинической стоматологии,branch,,,1 этаж,,
"Большая Учительская улица, 4",70000001024034560,"Идеальная улыбка, стоматология",branch,,,цокольный этаж,,
"Россошанский проезд, 6",70000001036925902,"Dент-и-я, стоматологический центр",branch,,,,,
"Южный микрорайон, 14",70000001081579435,"SaidDent, стоматологическая клиника",branch,,,1 этаж,,
"Комсомольская улица, 10 к1",70000001021733323,"Прокси дент, стоматологическая клиника",branch,,,4 помещение; 1 этаж,,
"Большая Серпуховская улица, 14/13 ст1",70000001031352431,"АйДентист, стоматология",branch,,,39 офис; 3 этаж,,
"Чечёрский проезд, 44",70000001087518494,"СмайлЭстет, стоматологическая клиника",branch,,,1/1 помещение; 1 этаж,,
"улица Героев Панфиловцев, 18 к2",70000001104617782,"Osmadent, стоматология",branch,,,,,
"Новослободская улица, 71",4504127908436433,"Инненди, стоматологическая клиника",branch,,,,,
"улица Генерала Белова, 28 к3",70000001022217975,"Соланждент, стоматологический центр",branch,,,1 этаж; вход с ул. Каширское шоссе,,
"Базовая улица, 2",70000001024688177,Стоматологический кабинет доктора Стрельникова,branch,,,2 этаж,,
"Городская улица, 1",70000001051618912,"А-Лина, стоматологическая клиника",branch,,,1 этаж,,
"Большая Грузинская улица, 20",70000001066604250,"Дентэст, клиника",branch,,,цокольный этаж,,
"улица 3-го Интернационала, 80",70000001029238344,"Богородская медицинская компания, отделение восстановительной медицины и стоматологии",branch,,,1 этаж,,
"улица Текстильщиков, 31г",70000001087321255,"Денталь, стоматологическая клиника",branch,,,01 помещение,,
"Революционный проспект, 16",70000001100555508,"Знакомый доктор, стоматологическая клиника",branch,,,,,
"Ковров переулок, 4 к2",70000001006915534,"Камертон, стоматологическая клиника",branch,,,1 этаж,,
"Киевская улица, 18",70000001110108118,ОптиСмайл,branch,,,,,
"Волгоградский проспект, 32 к11",70000001033503416,Стоматология доктора Сергеева,branch,,,1 этаж,,
"улица Атарбекова, 4",70000001048713694,"Дантист&док, стоматологический центр",branch,,,1 этаж; вход с ул. Преображенская,,
"улица Академика Бакулева, 10",4504127915559162,"Вита+, стоматологический центр",branch,,,2 этаж,,
"Шоссейная улица, 14/1",70000001057624424,"Сакура, стоматологический центр",branch,,,1 этаж,,
"Мясницкая улица, 24/7 ст1",70000001082990194,Кабинет стоматолога Мурашовой,branch,,,115 офис; 3 этаж,,
"2-я Вольская улица, 7 к1",70000001019031490,Стоматологическая клиника,branch,,,1 этаж,,
"бульвар Академика Ландау, 5 к1",70000001069349509,"Дентинум, стоматологическая клиника",branch,,,1 этаж,,
"Институтский переулок, 12",70000001078775358,"Smile up, стоматология",branch,,,1 этаж,,
"Перуновский переулок, 4-10",4504128908417392,"Ека-стом, стоматология",branch,,,1 этаж,,
"улица Сокольнический Вал, 50 к2",4504128908460462,"32 жемчужины, центр стоматологии",branch,,,1 этаж,,
"улица Сущёвский Вал, 16 ст4",70000001033349991,"Астрастомкомпани, стоматологическая клиника",branch,,,1 этаж,,
"Каланчёвская улица, 32",70000001093976851,"Well.Being, кабинет ортодонта",branch,,,"1 этаж; стоматологическая клиника ""Ester""",,
"улица Казакова, 3 ст4",4504127908381148,"Воладент, стоматологический центр",branch,,,1 этаж; вход в арку,,
"Коммунистическая улица, 53",70000001043721263,"Медицина, медицинский центр",branch,,,1 этаж,,
"Большая Серпуховская улица, 60",70000001062146608,"Р.И. клиник, стоматологическая клиника",branch,,,1 этаж,,
"Большой Дровяной переулок, 20 ст1",70000001092603425,"Мак, стоматологический кабинет",branch,,,,,
"улица Пресненский Вал, 14 к3",70000001038495717,"Степ ту Дент, стоматологическая клиника",branch,,,1 этаж,,
"Духовской переулок, 19 ст2",70000001087225234,Ортодонтическая студия доктора Афанасьевой,branch,,,,,
"Варшавское шоссе, 10",4504127908426328,"Доктор Фокин, стоматологическая клиника",branch,,,"1, 2 этаж",,
"Конюшковская улица, 30 ст3",4504128908726214,"Интеллдент, стоматологический центр",branch,,,3 этаж,,
"улица Мишина, 26",70000001032784469,"Sky dent, стоматологическая клиника",branch,,,1 этаж,,
"Хлебников переулок, 4 ст2",70000001079698415,Стоматологический центр Овсянкина В.А.,branch,,,,,
"проспект Мира, 124 к10",70000001102617264,"Стоматолог, медицинский стоматологический производственный кооператив",branch,,,цокольный этаж,,
"Ленинградский проспект, 74 к2",4504127908430501,"Евродент, стоматологическая клиника",branch,,,1 этаж,,
"микрорайон Белая Дача, 22",70000001032809457,"Гэриус-Мед, медицинский центр",branch,,,1 этаж,,
"Андропова проспект, 8",70000001103614514,"GgbClinic, стоматологическая клиника",branch,,,35 офис; 6 этаж,,
"улица Володарского, 14",70000001023112917,"Артемидастом, стоматологический центр",branch,,,2 этаж,,
"Ясеневая улица, 30 ст2",4504127908463677,"Ли&Лу, стоматологический центр",branch,,,,,
"улица Маршала Жукова, 11а",70000001006764189,"MaxiLife, центр красоты и здоровья",branch,,,цокольный этаж,,
"Кунцевская улица, 4 к1",70000001007433713,"Swiss Tek Dental, стоматологическая клиника",branch,,,,,
"2-я Кабельная улица, 10",70000001111308062,Кабинет детского стоматолога,branch,,,,,
"4-я Гражданская улица, 36",4504127915360395,"Cтар-Дент, стоматологическая клиника",branch,,,1 этаж,,
"улица Говорова, 50",4504127920682935,"Санамед-с, стоматологический центр",branch,,,11 офис; 1 этаж,,
"Ломоносовский проспект, 25 к1",70000001007406817,"Институт традиционной медицины, клиника",branch,,,1 этаж,,
"Энергетическая улица, 3",70000001020261854,"Доктор Демидов, стоматология",branch,,,1 этаж,,
"Земская улица, 8",70000001062868158,"БриллиДент, стоматология",branch,,,1 этаж,,
"улица Красная Сосна, 3",70000001079209318,"Улыбка сервис, стоматология",branch,,,1 этаж,,
"улица Большое Понизовье, 3",70000001086731574,"Nor-art dent, стоматология",branch,,,,,
"Дмитровское шоссе, 74 к1",70000001041914958,"Астрадент, стоматологическая клиника",branch,,,,,
"Нижняя улица, 6",4504127910218215,"Реформа, стоматологическая клиника",branch,,,1 этаж,,
"улица Тихомирова, 17 к1",70000001025010804,"Den-style, стоматологическая клиника",branch,,,1 этаж,,
"Краснобогатырская улица, 90 ст1",70000001044890215,"Интдент, стоматологическая клиника",branch,,,1 этаж,,
"улица Коминтерна, 15",70000001098033217,Стоматология Доктора Шабанова,branch,,,1 этаж,,
"улица Архитектора Власова, 18",4504127909216915,"Даним, стоматологическая клиника",branch,,,2 этаж,,
"улица Гагарина, 85",4504127916018245,"Бор-мастер, стоматологический центр",branch,,,1 этаж,,
"улица 800-летия Москвы, 18",4504127919344314,"Леге артис, стоматологический центр",branch,,,,,
"улица Гризодубовой, 8",70000001020111267,Стоматологическая клиника Стражниковой Е.Ю.,branch,,,,,
"Зеленоград, к2043",70000001045080894,"Дентал-Артс, стоматологический центр",branch,,,,,
"Юго-Запада 38-й квартал, к5а",70000001062522550,"Пломбир, стоматологическая клиника",branch,,,,,
"Ленинградское шоссе, 15",70000001109854619,Стоматология,branch,,,,,
"улица Руставели, 17а",4504127908568602,Стоматологическая клиника,branch,,,1 этаж,,
"Балаклавский проспект, 8а",4504127917102676,"Стоматология в Чертаново, стоматологический центр",branch,,,1 этаж,,
"улица Луначарского, ст8а",70000001033134460,"Леда +, стоматологическая клиника",branch,,,2 этаж,,
"улица Удальцова, 50",70000001036679772,"Kalinin dentistry, стоматологическая клиника",branch,,,1 этаж,,
"Ленинский проспект, 134",70000001068010917,"Avevita, стоматология",branch,,,,,
"Донецкая улица, 2",70000001075104648,Стоматологический кабинет,branch,,,1 этаж,,
"улица Чехова, 4а",4504127920769570,Стоматологический кабинет,branch,,,1 этаж,,
"Лучистая улица, ст1Б",70000001083388194,"Элемент Здоровья, стоматология",branch,,,,,
"Новороссийская улица, 24 к2",70000001097568074,"Позитив, г. Москва",branch,,,,,
"улица Михайлова, 30а к2",70000001110500307,"Эверест, стоматология",branch,,,,,
"улица Народного Ополчения, 2",4504128908609313,"Виктория, стоматологическая клиника",branch,,,2 помещение; 1 этаж,,
"Шипиловский проезд, 39 к2",70000001028121829,"Светландия, стоматологическая клиника",branch,,,5 офис; 3 этаж,,
"Андропова проспект, вл10",70000001087224681,"Персональная студия виниров, стоматологическая клиника",branch,,,14 этаж,,
"Пионерский переулок, 33а",70000001088936043,"Кредо, стоматология",branch,,,,,
"Тепличная улица, 2",70000001094098189,"Denticon, стоматологическая клиника",branch,,,1 этаж,,
"улица Коштоянца, 47 к1",70000001103911880,"Al dental, центр современной стоматологии",branch,,,,,
"улица Борисовка, 8",70000001006567926,"Планета красивых зубов, стоматологическая клиника",branch,,,2 помещение; 1 этаж,,
"Ленинский проспект, 123",70000001007471262,"Асдент, стоматологический центр",branch,,,2 этаж,,
"проспект Гагарина, 8/7",70000001019259018,"Болинет, стоматологический центр",branch,,,,,
"улица Стромынка, 21 к1",70000001031990867,Стоматология доктора Халидова,branch,,,1 этаж,,
"улица Александры Монаховой, 80 к2",70000001066537973,"Zizi Dent, стоматология",branch,,,,,
"улица Борисовские Пруды, 16 к4",70000001068323574,Мастерская по ремонту зубных протезов,branch,,,508 офис; 5 этаж,,
"улица Академика Анохина, 9",70000001095329073,"Лавдент, частная стоматология",branch,,,,,
"улица Борисовка, 14",70000001110950581,"Дм Клиник, стоматология",branch,,,,,
"Братиславская улица, 33",4504127917376498,Стоматологическая клиника,branch,,,1 этаж,,
"Средняя Первомайская улица, 10",70000001006390173,"Доктор Прохоренков, стоматологическая клиника",branch,,,1 помещение; 1 этаж,,
"улица Наташи Ковшовой, 23",70000001040308141,Стоматологическая клиника,branch,,,1 этаж,,
"Ленинградское шоссе, 116",70000001080562573,Дент Север,branch,,,1 этаж,,
"проспект Астрахова, 4",70000001067197681,"Донтия+, стоматологическая клиника",branch,,,1 этаж,,
"улица Строителей, 7 к3",70000001093945422,"Столичная поликлиника №1, Стоматология",branch,,,5Н помещение,,
"Можайское шоссе, 21 к1",70000001110816936,"Family Doc Dent, стоматологическая клиника",branch,,,1 этаж,,
"Заводская улица, 24",4504127908532635,"Видент, стоматологическая клиника",branch,,,1 этаж,,
"улица Энгельса, 27",70000001039552644,"С-Клиник, стоматологическая клиника",branch,,,12 офис; 2 этаж,,
"деревня Дудкино, вл12",70000001048722294,"Дента-арс, стоматологическая клиника",branch,,,1 этаж,,
"1-я Новая улица, ст1",70000001055403088,"ВипДент, стоматология",branch,,,2 этаж,,
"улица Соловьиная Роща, 2",4504127911384883,"Апекс-Д, клиника дентальной имплантации",branch,,,,,
"проспект Мельникова, 16",4504127917075208,Vaxco.ru,branch,,,1 этаж,,
"Митинская улица, 10 к1",70000001006714601,"Оптимадент, стоматологическая клиника",branch,,,,,
"Новая улица, 8в",70000001006814823,"Жемчуг, стоматологическая клиника",branch,,,цокольный этаж,,
"2-й Гончарный переулок, 3",70000001030765417,"Dream dent, стоматологическая клиника",branch,,,цокольный этаж,,
"улица Гурьянова, 19 к2",4504127915652747,"Марклиника, стоматологический кабинет",branch,,,1 этаж,,
"улица Пушкинская, 15",4504127915937848,"Надежда, многопрофильный медицинский центр",branch,,,1 этаж,,
"Октябрьский проспект, 293/301",4504127919751567,"Галадент, стоматологический кабинет",branch,,,1 этаж,,
"Цветной бульвар, 19 ст4",70000001093729205,"Москва-Мед, медицинская стоматология",branch,,,1 этаж,,
"улица Луначарского, 16",70000001094106807,"Медикал Клаб, стоматологическая клиника",branch,,,,,
"Пяловская улица, 10",70000001100284927,"Serenity Space, центр стоматологии",branch,,,4 офис; 1 этаж,,
"микрорайон Птицефабрика, 35 к3",70000001109595746,"DVK-Dent, стоматология",branch,,,,,
"улица 25 лет Октября, 7",4504127908453036,"Корунд, стоматологическая клиника",branch,,,1 помещение; 1 этаж,,
"Комсомольская улица, 14",4504127908944125,Стоматологический кабинет,branch,,,1 этаж; 1 подъезд,,
"Озёрная улица, 11 к1",70000001024344772,"Карат дентал, центр стоматологии",branch,,,1 этаж,,
"улица Толмачёва, 1/2",70000001041133596,"White&smile, студия косметического осветление зубов",branch,,,,,
"улица Логинова, 5 к2",70000001084340727,"Eva Dent №1, стоматологическая клиника",branch,,,1 этаж,,
"улица 43-й Армии, 23",70000001110546631,Стоматологическая клиника доктора Андреечкина А.В.,branch,,,"31 помещение; вход с ул. 43-й Армии, напротив Никольского храма",,
"улица 60 лет Победы, 1",70000001032677579,"Олдента, стоматологический центр",branch,,,1 этаж,,
"Хлебозаводская улица, 2",70000001063391194,Стоматологическая клиника Гавриловых,branch,,,1 этаж,,
"Донская улица, 5",70000001075240183,"Алексадент, стоматологическая клиника",branch,,,1 этаж,,
"улица Корнилаева, 20",70000001104784448,"Серадент, стоматологическая клиника",branch,,,1 этаж,,
"Вокзальная улица, 15",70000001022781272,"Эстетика, стоматологическая клиника",branch,,,1 этаж,,
"Зеленоград, к1639",4504127909075973,"Дент Ди, стоматологическая клиника",branch,,,1 этаж,,
"Солнечная улица, 4",70000001033797557,"Зубной доктор, стоматологическая клиника",branch,,,,,
"улица Александры Монаховой, 98 к2",70000001040054135,"Альянс, стоматологическая клиника",branch,,,,,
"улица Гудкова, 20",70000001059647811,"Зуб, стоматологический центр",branch,,,,,
"проспект Мира, 24/1",70000001086836936,"Implant Story, стоматологическая клиника",branch,,,1 этаж,,
"проспект Маршала Жукова, 38 к1",4504127908496950,"Стомцентр на Жукова, 38, центр стоматологии и имплантологии",branch,,,1 этаж,,
"улица Жилинская, 27 к6",70000001032911114,"Никорёнок, детская стоматология",branch,,,2 этаж,,
"квартал КМЖЗ Мелодия леса, 3",70000001057283616,Стоматология,branch,,,цокольный этаж,,
"Ленинградское шоссе, 130 к3",70000001035982257,Центр инновационной стоматологии,branch,,,1 этаж,,
"Литовский бульвар, 26",70000001094371975,"Мелодент, стоматологическая клиника",branch,,,1 этаж,,
"Юбилейная улица, 24а",70000001028178757,"Твой доктор, стоматологическая клиника",branch,,,1 этаж,,
"улица Яковлева, 15",70000001066058935,"М-Клиник, медицинский центр",branch,,,2 этаж,,
"Полимерная улица, 10Б",4504127908972775,"Тари, стоматологический центр",branch,,,,,
"микрорайон Рекинцо, 14",70000001090818034,"Дента Люкс, стоматологическая клиника",branch,,,,,
"Лесная улица, 32",70000001033260233,"Вита-дент, стоматологическая клиника",branch,,,2 этаж,,
"Береговая улица, 24",70000001041296440,"Дантист, центр семейной стоматологии",branch,,,1 этаж,,
"Рогожская улица, 117",70000001022819399,"Ваш дантист плюс, стоматология",branch,,,1 этаж,,
"Западная улица, 20 к1",70000001023056416,"Стома-Люкс +, стоматологический центр",branch,,,1 этаж,,
"улица Панфилова, 2",70000001101897749,Сакура,branch,,,2 этаж,,
"улица Маршала Тухачевского, 32 к2",4504127908515261,"Райс-дент, стоматологическая клиника",branch,,,1 этаж,,
"улица Панфилова, 3",4504127916129694,"Студио-Дент, стoматологическая клиника",branch,,,2 помещение; 1 этаж,,
"улица Мира, 17",4504127918745040,Стоматологический центр,branch,,,1 этаж,,
"Бартеневская улица, 57 к2",4504128908528640,"Шарм-дент, стоматология",branch,,,1 этаж,,
"Адмирала Лазарева улица, 22",70000001018367956,"Дантист-Профи, стоматологическая клиника",branch,,,1 этаж,,
"Советская улица, 30",70000001022900955,"Стоматолог и Я, стоматологический кабинет",branch,,,цокольный этаж,,
"площадь Ленина, 11",70000001022911944,Стоматологическая клиника,branch,,,А306 офис; 3 этаж,,
"улица Маршала Савицкого, 6 к1",70000001032574663,"Эстет-а-дент, стоматологическая клиника",branch,,,1 этаж,,
"улица 3-го Интернационала, 39",70000001063573151,"Немо, стоматологическая клиника",branch,,,1 этаж,,
"улица Академика Легостаева, 8",70000001049748897,"Профессорская ЛК, стоматологическая клиника",branch,,,1 этаж,,
"Гостиничный проезд, 6 к2",70000001049880820,"Стома+с, стоматологическая клиника",branch,,,211 офис; 2 этаж,,
"улица Мичурина, 21а",70000001093855636,"Creative Stom, стоматологическая клиника",branch,,,1 этаж,,
"проспект Гагарина, 12",70000001035747258,"Клиника Знакомого Стоматолога, стоматологический центр",branch,,,,,
"Осташковская улица, 12а",4504127908390969,"Дента-Арс Медведково, стоматологическая клиника",branch,,,2 этаж,,
"Пионерская улица, 11",4504128908577030,"Дента вит+, стоматологический центр",branch,,,024 помещение; 1 этаж,,
"улица Свердлова, 33",70000001021549285,"Светдент, стоматологическая клиника",branch,,,1 этаж,,
"микрорайон Строителей, 40",70000001029999965,"Гармония улыбок, стоматологическая клиника",branch,,,477 помещение; 1 этаж,,
"переулок Васнецова, 9 ст2",70000001026567760,"Lbms, клиника стоматологии",branch,,,1 этаж,,
"Большой Златоустинский переулок, 7 ст1",70000001101761992,"Dentaltime, стоматологическая клиника",branch,,,3 этаж,,
"Большая Садовая улица, 14 ст6",70000001044214253,"Алстом, стоматологический центр",branch,,,416 офис; 4 этаж,,
"улица Дурова, 13/1",70000001087225586,Клиника улыбки,branch,,,1 этаж; вход с торца,,
"4-я Тверская-Ямская улица, 12 к2",4504127908568205,"Хороший дантист, стоматологическая клиника",branch,,,1 этаж,,
"Георгиевский проспект, 33 к6",70000001103463857,"Вк-дент, стоматология",branch,,,,,
"Большой Строченовский переулок, 15 ст1",4504127908488566,Стоматология на Строченовском,branch,,,1 этаж,,
"Советская улица, 12/10",70000001103450106,Авторская стоматология доктора Адамяна,branch,,,,,
"Новолесная улица, 4",70000001094449153,Стоматологическая клиника Инессы Фицеж,branch,,,1 этаж,,
"Луговая улица, 1Б",70000001048722306,"Дента-люкс, стоматология",branch,"Электроугли, Луговая улица, 1Б",Частный дом,,,
"Большой Дровяной переулок, 20 ст1",70000001069372670,"Doctor Elchin, стоматологический кабинет",branch,,,,,
"Большой Дровяной переулок, 20 ст1",70000001075511213,Стоматологический кабинет,branch,,,1 этаж,,
"Большой Дровяной переулок, 20 ст1",70000001087709284,"Private dental practice, стоматология",branch,,,,,
"улица Большие Каменщики, 3 ст2",70000001103424359,НикаМедикал,branch,,,1 этаж,,
"Дружинниковская улица, 11а",70000001109802247,"Овенто, стоматология",branch,,,,,
"улица Мусы Джалиля, 26 к1",4504127908545253,Стоматологическая клиника,branch,,,1 этаж,,
"улица Правды, 17/19",70000001055629215,Стоматологическая клиника,branch,,,1 этаж,,
"Нижняя Сыромятническая улица, 5 ст3а",70000001017280537,"Плутон, медсанчасть №1",branch,,,1 этаж,,
"улица Александра Солженицына, 40 ст2",70000001047056889,Метродент,branch,,,1 этаж,,
"Духовской переулок, 17 ст11",70000001088862507,"Альянс-про, стоматология",branch,,,1 этаж; лофт 2,,
"Бутырская улица, 62",4504127910949317,"Aldente, стоматологическая клиника",branch,,,1 этаж,,
"улица Генерала Белова, 51 к1",70000001006424613,"А-медик, медицинская клиника",branch,,,1 этаж,,
"проспект Кирова, 78",70000001023914674,"Жемчуг, стоматологическая клиника",branch,,,1 этаж,,
"улица Пушкина, 9",70000001035074012,Стоматологический центр,branch,,,1 этаж,,
"улица Девичье поле, 12 к4",70000001045508125,"Амедика, лечебно-диагностический центр",branch,,,1 этаж,,
"Фрунзенская набережная, 50",70000001049326711,"Внешстрoймаркет, стоматология",branch,,,цокольный этаж,,
"Русаковская улица, 7 ст3",70000001081199638,Семейная стоматология,branch,,,1 этаж,,
"улица Вавилова, 6",70000001087225170,"Dr.Daler, кабинет стоматолога",branch,,,7 кабинет; 1 этаж,,
"Петровско-Разумовский проезд, 15",4504127908364280,"Beautiful smile, стоматологическая клиника",branch,,,1 этаж,,
"улица Лихоборские Бугры, 10 к1",70000001047162171,"ЭстетДоктор, стоматологическая клиника",branch,,,1 этаж,,
"улица Гончарова, 19",4504127908489570,"Ваш доктор, стоматологическая клиника",branch,,,1 этаж,,
"Золоторожский проезд, 5",70000001093584497,"Приоритет дент, стоматологическая клиника",branch,,,,,
"улица Вучетича, 28 к5",4504127908380846,"Вита-К, стоматологическая клиника",branch,,,1 этаж,,
"5-й микрорайон, 10",70000001045762480,"Дента, стоматология",branch,,,5 офис; 1 этаж,,
"Ленинский проспект, 60/2",4504127916465955,"Универсал, стоматологическая клиника",branch,,,2 этаж,,
"улица Электрозаводская, 24",70000001067333019,3D Crown,branch,,,038 офис; -1 этаж,,
"шоссе Энтузиастов, 22/18",70000001104165298,"Мелдент, стоматология",branch,,,2 этаж,,
"Зюзинская улица, 6",4504127908488694,"Назер, стоматологическая клиника",branch,,,1 этаж,,
"улица Александры Монаховой, 23",70000001077226770,"Valetti clinic, стоматологическая клиника",branch,,,1 этаж,,
"улица Гончарова, 13Б",70000001055416858,"Аванстом, стоматология",branch,,,1 этаж,,
"Вернадского проспект, 9",70000001105139351,Cтоматология,branch,,,1 этаж,,
"Ломоносовский проспект, 25 к5",70000001111322422,"Форма М-З, стоматологическая клиника",branch,,,1 этаж,,
"улица Шолохова, 12",4504127908372803,"Бас-сервис, стоматологическая клиника",branch,,,1 этаж,,
"2-я улица Энтузиастов, 5 ст1",70000001088078714,Стоматология доктора Римского,branch,,,,,
"Чертановская улица, 1в к1",4504127908376075,"Ваш стоматолог, стоматологическая клиника",branch,,,1-2 этаж,,
"проспект Будённого, 37 к1",4504127908657932,"Эликсир-Дентис, стоматологический центр",branch,,,цокольный этаж,,
"улица Зелинского, 10а",70000001023642524,"Улыбка, стоматологическая клиника",branch,,,1 этаж,,
"улица Намёткина, 14 к1",70000001104899901,"Премьер, стоматология",branch,,,,,
"Симферопольский бульвар, 24 к5",4504127908381028,"Витарус, стоматологическая клиника",branch,,,1 этаж,,
"улица Рублёвское предместье, 7 к1",70000001050038120,"Ювидент, стоматологический центр",branch,,,1 этаж,,
"Воскресенская площадь, 3",4504128908354660,"Истра-дент, стоматологическая клиника",branch,,,1 этаж,,
"Ленинский проспект, 95Б",70000001040625990,"Manashirov Dental Clinic, стоматологическая клиника",branch,,,2 этаж,,
"улица Маршала Рыбалко, 2 к9",70000001062590226,"Мастерская улыбок, стоматологическая клиника",branch,,,231 офис; 2 этаж; 6 подъезд,,
"улица Конёнкова, 6а",70000001065031483,Стоматология,branch,,,1 этаж,,
"улица Лётчика Бабушкина, 32 к1",70000001104487401,"Дентал-А, стоматологическая клиника",branch,,,1 этаж,,
"Духовской переулок, 10",4504128908424431,"Миар, стоматологическая клиника",branch,,,1 этаж,,
"улица Плеханова, 2/46 ст5",70000001043426798,"Дента-мдс, стоматологическая клиника",branch,,,4 этаж,,
"Новгородская улица, 1",70000001057479484,"Кристалл дент, стоматологическая клиника",branch,,,209/1 офис; 2 этаж,,
"улица Удальцова, 71 к2",70000001061661332,Клиника Диадент,branch,,,1 этаж,,
"улица Перерва, вл31Б",70000001041160946,Стоматологический кабинет,branch,,,15П2 павильон; 2 этаж,,
"Староволынская улица, 12 к5",70000001048217996,"Айтидент, стоматологический центр",branch,,,1 этаж,,
"улица Новинки, 31",70000001087224353,Виа Дент,branch,,,,,
"Ленинский проспект, 111 к1",70000001110665755,"ВНС клиник, стоматология",branch,,,1 этаж,,
"Южная улица, 9а",4504127915741532,"Иллюм, стоматологическая клиника",branch,,,1 этаж,,
"улица Судакова, 15",4504127908427460,"Жекул, стоматологическая клиника",branch,,,,,
"Большая Черёмушкинская улица, 2 к6",4504127916520797,"Ркм+3к, стоматологический кабинет",branch,,,1 этаж,,
"Кременчугская улица, 3 к4",70000001112455023,Центр стоматологии и имплантологии,branch,,,1 этаж,,
"Люблинская улица, 112",4504127908669447,Центр стоматологической помощи,branch,,,1 этаж,,
"улица Академика Янгеля, 3 к2",70000001097005293,"Максидент, стоматология",branch,,,1 этаж,,
"12-я Новокузьминская улица, 6 к1",4504128908743186,"Стомавитал, стоматологический кабинет",branch,,,1 этаж,,
"Вернадского проспект, 125",4504127908560900,"Технология-сервис, стоматологическая клиника",branch,,,1 этаж,,
"Харьковская улица, 4 к3",4504127915387784,"Марсель, стоматологический центр",branch,,,14 офис; 2 этаж,,
"Братиславская улица, 27 к2",70000001031607801,"Здоровья Всем, стоматология",branch,,,1 этаж,,
"Ленинградское шоссе, 94 к3",70000001047290530,"Облик, стоматология",branch,,,1 этаж,,
"бульвар Академика Ландау, 3",70000001061385583,"Улыбка ФС, стоматология",branch,,,1 этаж; вход со двора,,
"Сафоновская улица, 17",4504127908386110,Частная клиника Гольдштейна В.Э.,branch,,,1 этаж,,
"улица Свободы, 48 ст1",70000001046896403,"Аргодент, стоматология",branch,,,2 этаж,,
"Ореховый бульвар, 31",70000001091446277,"Стелла-Ст, стоматология",branch,,,1 этаж,,
"Ратная улица, 8 к2",4504127908410233,"Денто-эния, стоматологический центр",branch,,,1 этаж,,
"улица Марьинский Парк, 17 к2",70000001089014693,"ШиранСтом, стоматологическая клиника",branch,,,1 этаж,,
"Советская улица, 9",70000001006563117,"Дент-Л, стоматологическая клиника",branch,,,2 этаж,,
"Елецкая улица, 35 к2а",70000001058798021,Стоматологическая клиника,branch,,,,,
"Привольная улица, 61 к1",70000001018863265,"Варидент, стоматологический кабинет",branch,,,1 этаж,,
"Донбасская улица, 75",70000001079266906,"Vivaldi, г. Видное",branch,,,1 этаж,,
"улица Богданова, 6 к1",70000001112172738,"СафиДент, стоматология",branch,,,,,
"улица Знаменские Садки, 5 к1",4504127908393780,"Дентал, стоматологическая клиника",branch,,,1 этаж,,
"микрорайон Белая Дача, 6",70000001030291386,Стоматологическая поликлиника №1,branch,,,1 этаж,,
"3-й Покровский проезд, 2",70000001036016726,"Авиценна+, клиника",branch,,,1 этаж,,
"Боровское шоссе, 2а к4",70000001045501861,"ДентаЛуч, стоматологическая клиника",branch,,,1 этаж; вход со стороны серого забора,,
"Павшинский бульвар, 40",70000001059773463,"Нью Смайл, стоматологический центр",branch,,,36 офис; 1 этаж,,
